,paragraph_id,paragraph,theme_x,question,theme_y,answer
499,230,"When in choir dress, a Latin-rite cardinal wears scarlet garments — the blood-like red symbolizes a cardinal's willingness to die for his faith. Excluding the rochet — which is always white — the scarlet garments include the cassock, mozzetta, and biretta (over the usual scarlet zucchetto). The biretta of a cardinal is distinctive not merely for its scarlet color, but also for the fact that it does not have a pompon or tassel on the top as do the birettas of other prelates. Until the 1460s, it was customary for cardinals to wear a violet or blue cape unless granted the privilege of wearing red when acting on papal business. His normal-wear cassock is black but has scarlet piping and a scarlet fascia (sash). Occasionally, a cardinal wears a scarlet ferraiolo which is a cape worn over the shoulders, tied at the neck in a bow by narrow strips of cloth in the front, without any 'trim' or piping on it. It is because of the scarlet color of cardinals' vesture that the bird of the same name has become known as such.[citation needed]",Cardinal_(Catholicism),The Cardinal bird was named as such because of what in relation to Cardinals of the church?,Cardinal_(Catholicism),the scarlet color of cardinals' vesture
500,231,"If conditions change, so that the pope judges it safe to make the appointment public, he may do so at any time. The cardinal in question then ranks in precedence with those raised to the cardinalate at the time of his in pectore appointment. If a pope dies before revealing the identity of an in pectore cardinal, the cardinalate expires.",Cardinal_(Catholicism),"What happens if a Cardinal is named in pectore, and the pope dies?",Cardinal_(Catholicism),the cardinalate expires
501,233,"At various times, there have been cardinals who had only received first tonsure and minor orders but not yet been ordained as deacons or priests. Though clerics, they were inaccurately called ""lay cardinals"" and were permitted to marry. Teodolfo Mertel was among the last of the lay cardinals. When he died in 1899 he was the last surviving cardinal who was not at least ordained a priest. With the revision of the Code of Canon Law promulgated in 1917 by Pope Benedict XV, only those who are already priests or bishops may be appointed cardinals. Since the time of Pope John XXIII a priest who is appointed a cardinal must be consecrated a bishop, unless he obtains a dispensation.",Cardinal_(Catholicism),"What was a ""lay cardinal"" allowed to do that is not considered a normal status of a Cardinal?",Cardinal_(Catholicism),marry
502,233,"At various times, there have been cardinals who had only received first tonsure and minor orders but not yet been ordained as deacons or priests. Though clerics, they were inaccurately called ""lay cardinals"" and were permitted to marry. Teodolfo Mertel was among the last of the lay cardinals. When he died in 1899 he was the last surviving cardinal who was not at least ordained a priest. With the revision of the Code of Canon Law promulgated in 1917 by Pope Benedict XV, only those who are already priests or bishops may be appointed cardinals. Since the time of Pope John XXIII a priest who is appointed a cardinal must be consecrated a bishop, unless he obtains a dispensation.",Cardinal_(Catholicism),What did the Code of Canon Law state in regards to Cardinals?,Cardinal_(Catholicism),only those who are already priests or bishops may be appointed cardinals
503,238,"When not celebrating Mass but still serving a liturgical function, such as the semiannual Urbi et Orbi papal blessing, some Papal Masses and some events at Ecumenical Councils, cardinal deacons can be recognized by the dalmatics they would don with the simple white mitre (so called mitra simplex).",Cardinal_(Catholicism),What color is the hat?,Cardinal_(Catholicism),white
504,242,"The cardinal deacons are the lowest-ranking cardinals. Cardinals elevated to the diaconal order are either officials of the Roman Curia or priests elevated after their 80th birthday. Bishops with diocesan responsibilities, however, are created cardinal priests.",Cardinal_(Catholicism),Which cardinals are ranked lowest?,Cardinal_(Catholicism),cardinal deacons
505,246,"Cardinal priests are the most numerous of the three orders of cardinals in the Catholic Church, ranking above the cardinal deacons and below the cardinal bishops. Those who are named cardinal priests today are generally bishops of important dioceses throughout the world, though some hold Curial positions.",Cardinal_(Catholicism),Who are the lowest ranking cardinals in the Catholic church?,Cardinal_(Catholicism),cardinal deacons
506,249,"While the number of cardinals was small from the times of the Roman Empire to the Renaissance, and frequently smaller than the number of recognized churches entitled to a cardinal priest, in the 16th century the College expanded markedly. In 1587, Pope Sixtus V sought to arrest this growth by fixing the maximum size of the College at 70, including 50 cardinal priests, about twice the historical number. This limit was respected until 1958, and the list of titular churches modified only on rare occasions, generally when a building fell into disrepair. When Pope John XXIII abolished the limit, he began to add new churches to the list, which Popes Paul VI and John Paul II continued to do. Today there are close to 150 titular churches, out of over 300 churches in Rome.",Cardinal_(Catholicism),In what year did Pope Sixtus V put a cap on the number of cardinals in the College of Cardinals?,Cardinal_(Catholicism),1587
507,252,"The Human Development Index (HDI) is a composite statistic of life expectancy, education, and income per capita indicators, which are used to rank countries into four tiers of human development. A country scores higher HDI when the life expectancy at birth is longer, the education period is longer, and the income per capita is higher. The HDI was developed by the Pakistani economist Mahbub ul Haq, often framed in terms of whether people are able to ""be"" and ""do"" desirable things in their life, and was published by the United Nations Development Programme.",Human_Development_Index,Which three statistics does the HDI compile?,Human_Development_Index,"life expectancy, education, and income per capita"
508,253,"The 2010 Human Development Report introduced an Inequality-adjusted Human Development Index (IHDI). While the simple HDI remains useful, it stated that ""the IHDI is the actual level of human development (accounting for inequality),"" and ""the HDI can be viewed as an index of 'potential' human development (or the maximum IHDI that could be achieved if there were no inequality).""",Human_Development_Index,"Which measures the potential development, the HDI or the IHDI?",Human_Development_Index,the HDI
509,254,"The origins of the HDI are found in the annual Development Reports of the United Nations Development Programme (UNDP). These were devised and launched by Pakistani economist Mahbub ul Haq in 1990 and had the explicit purpose ""to shift the focus of development economics from national income accounting to people-centered policies"". To produce the Human Development Reports, Mahbub ul Haq formed a group of development economists including Paul Streeten, Frances Stewart, Gustav Ranis, Keith Griffin, Sudhir Anand, and Meghnad Desai. Working alongside Nobel laureate Amartya Sen, they worked on capabilities and functions that provided the underlying conceptual framework. Haq was sure that a simple composite measure of human development was needed in order to convince the public, academics, and politicians that they can and should evaluate development not only by economic advances but also improvements in human well-being. Sen initially opposed this idea, but he soon went on to help Haq develop the Index. Sen was worried that it was going to be difficult to capture the full complexity of human capabilities in a single index, but Haq persuaded him that only a single number would shift the immediate attention of politicians from economic to human well-being.",Human_Development_Index,In what year did Mahbub ul Haq devise and launch the HDI?,Human_Development_Index,1990
510,254,"The origins of the HDI are found in the annual Development Reports of the United Nations Development Programme (UNDP). These were devised and launched by Pakistani economist Mahbub ul Haq in 1990 and had the explicit purpose ""to shift the focus of development economics from national income accounting to people-centered policies"". To produce the Human Development Reports, Mahbub ul Haq formed a group of development economists including Paul Streeten, Frances Stewart, Gustav Ranis, Keith Griffin, Sudhir Anand, and Meghnad Desai. Working alongside Nobel laureate Amartya Sen, they worked on capabilities and functions that provided the underlying conceptual framework. Haq was sure that a simple composite measure of human development was needed in order to convince the public, academics, and politicians that they can and should evaluate development not only by economic advances but also improvements in human well-being. Sen initially opposed this idea, but he soon went on to help Haq develop the Index. Sen was worried that it was going to be difficult to capture the full complexity of human capabilities in a single index, but Haq persuaded him that only a single number would shift the immediate attention of politicians from economic to human well-being.",Human_Development_Index,Who was initially opposed to the idea of creating the HDI?,Human_Development_Index,Amartya Sen
511,255,"LE: Life expectancy at birth
MYS: Mean years of schooling (Years that a person 25 years-of-age or older has spent in schools)
EYS: Expected years of schooling (Years that a 5-year-old child will spend in schools throughout his life)
GNIpc: Gross national income at purchasing power parity per capita",Human_Development_Index,What does LE stand for?,Human_Development_Index,Life expectancy at birth
512,255,"LE: Life expectancy at birth
MYS: Mean years of schooling (Years that a person 25 years-of-age or older has spent in schools)
EYS: Expected years of schooling (Years that a 5-year-old child will spend in schools throughout his life)
GNIpc: Gross national income at purchasing power parity per capita",Human_Development_Index,What does EYS stand for?,Human_Development_Index,Expected years of schooling
513,257,"The 2015 Human Development Report by the United Nations Development Program was released on December 14, 2015, and calculates HDI values based on estimates for 2014. Below is the list of the ""very high human development"" countries:",Human_Development_Index,Which year was used for estimates in the 2015 report?,Human_Development_Index,2014
514,258,"The 2014 Human Development Report by the United Nations Development Program was released on July 24, 2014, and calculates HDI values based on estimates for 2013. Below is the list of the ""very high human development"" countries:",Human_Development_Index,On what date was the 2014 Human Development Report released?,Human_Development_Index,"July 24, 2014"
515,260,"Countries in the top quartile of HDI (""very high human development"" group) with a missing IHDI: New Zealand, Singapore, Hong Kong, Liechtenstein, Brunei, Qatar, Saudi Arabia, Andorra, United Arab Emirates, Bahrain, Cuba, and Kuwait.",Human_Development_Index,Which Caribbean nation is in the top quartile of HDI (but missing IHDI)?,Human_Development_Index,Cuba
516,261,"Some countries were not included for various reasons, primarily the lack of necessary data. The following United Nations Member States were not included in the 2014 report: North Korea, Marshall Islands, Monaco, Nauru, San Marino, Somalia, India, Pakistan, South Sudan, and Tuvalu.",Human_Development_Index,Which East Asian dictatorship was excluded from the 2014 report?,Human_Development_Index,North Korea
517,263,"Some countries were not included for various reasons, mainly the unavailability of certain crucial data. The following United Nations Member States were not included in the 2011 report: North Korea, Marshall Islands, Monaco, Nauru, San Marino, South Sudan, Somalia and Tuvalu.",Human_Development_Index,What is the main reason that countries were excluded from the 2011 report?,Human_Development_Index,unavailability of certain crucial data
518,264,"The 2010 Human Development Report by the United Nations Development Program was released on November 4, 2010, and calculates HDI values based on estimates for 2010. Below is the list of the ""very high human development"" countries:",Human_Development_Index,On what date was the 2010 Human Development Report released?,Human_Development_Index,"November 4, 2010"
519,264,"The 2010 Human Development Report by the United Nations Development Program was released on November 4, 2010, and calculates HDI values based on estimates for 2010. Below is the list of the ""very high human development"" countries:",Human_Development_Index,Which year was used for estimates in the 2010 report?,Human_Development_Index,2010
520,266,"Some countries were not included for various reasons, mainly the unavailability of certain crucial data. The following United Nations Member States were not included in the 2010 report. Cuba lodged a formal protest at its lack of inclusion. The UNDP explained that Cuba had been excluded due to the lack of an ""internationally reported figure for Cuba’s Gross National Income adjusted for Purchasing Power Parity"". All other indicators for Cuba were available, and reported by the UNDP, but the lack of one indicator meant that no ranking could be attributed to the country. The situation has been addressed and, in later years, Cuba has ranked as a High Human Development country.",Human_Development_Index,What is the main reason that countries were excluded from the 2010 report?,Human_Development_Index,unavailability of certain crucial data
521,266,"Some countries were not included for various reasons, mainly the unavailability of certain crucial data. The following United Nations Member States were not included in the 2010 report. Cuba lodged a formal protest at its lack of inclusion. The UNDP explained that Cuba had been excluded due to the lack of an ""internationally reported figure for Cuba’s Gross National Income adjusted for Purchasing Power Parity"". All other indicators for Cuba were available, and reported by the UNDP, but the lack of one indicator meant that no ranking could be attributed to the country. The situation has been addressed and, in later years, Cuba has ranked as a High Human Development country.",Human_Development_Index,Which Caribbean nation protested its exclusion from the 2010 report?,Human_Development_Index,Cuba
522,267,"The 2009 Human Development Report by UNDP was released on October 5, 2009, and covers the period up to 2007. It was titled ""Overcoming barriers: Human mobility and development"". The top countries by HDI were grouped in a new category called ""very high human development"". The report refers to these countries as developed countries. They are:",Human_Development_Index,What period is covered by the 2009 Human Development Report?,Human_Development_Index,period up to 2007
523,267,"The 2009 Human Development Report by UNDP was released on October 5, 2009, and covers the period up to 2007. It was titled ""Overcoming barriers: Human mobility and development"". The top countries by HDI were grouped in a new category called ""very high human development"". The report refers to these countries as developed countries. They are:",Human_Development_Index,What new category was added in the 2009 Human Development Report?,Human_Development_Index,very high human development
524,269,"A new index was released on December 18, 2008. This so-called ""statistical update"" covered the period up to 2006 and was published without an accompanying Human Development Report. The update is relevant due to newly released estimates of purchasing power parities (PPP), implying substantial adjustments for many countries, resulting in changes in HDI values and, in many cases, HDI ranks.",Human_Development_Index,"What was the index published on December 18, 2008 lacking?",Human_Development_Index,an accompanying Human Development Report
525,270,"The Human Development Report for 2007/2008 was launched in Brasília, Brazil, on November 27, 2007. Its focus was on ""Fighting climate change: Human solidarity in a divided world."" Most of the data used for the report are derived largely from 2005 or earlier, thus indicating an HDI for 2005. Not all UN member states choose to or are able to provide the necessary statistics.",Human_Development_Index,Where was the 2007/2008 Human Development Report launched?,Human_Development_Index,"Brasília, Brazil"
526,271,"The report showed a small increase in world HDI in comparison with last year's report. This rise was fueled by a general improvement in the developing world, especially of the least developed countries group. This marked improvement at the bottom was offset with a decrease in HDI of high income countries.",Human_Development_Index,Which countries experienced a decrease in HDI?,Human_Development_Index,high income countries
527,272,"A HDI below 0.5 is considered to represent ""low development"". All 22 countries in that category are located in Africa. The highest-scoring Sub-Saharan countries, Gabon and South Africa, are ranked 119th and 121st, respectively. Nine countries departed from this category this year and joined the ""medium development"" group.",Human_Development_Index,What are the two highest ranking Sub-Saharan countries?,Human_Development_Index,Gabon and South Africa
528,273,"A HDI of 0.8 or more is considered to represent ""high development"". This includes all developed countries, such as those in North America, Western Europe, Oceania, and Eastern Asia, as well as some developing countries in Eastern Europe, Central and South America, Southeast Asia, the Caribbean, and the oil-rich Arabian Peninsula. Seven countries were promoted to this category this year, leaving the ""medium development"" group: Albania, Belarus, Brazil, Libya, Macedonia, Russia and Saudi Arabia.",Human_Development_Index,"What number indicates the minimum score for a country to be considered a ""high development"" country?",Human_Development_Index,0.8
529,274,"On the following table, green arrows () represent an increase in ranking over the previous study, while red arrows () represent a decrease in ranking. They are followed by the number of spaces they moved. Blue dashes () represent a nation that did not move in the rankings since the previous study.",Human_Development_Index,"If a country's ranking does not change, which indicator will be present?",Human_Development_Index,Blue dash
530,276,"The Human Development Index has been criticized on a number of grounds including alleged ideological biases towards egalitarianism and so-called ""Western models of development"", failure to include any ecological considerations, lack of consideration of technological development or contributions to the human civilization, focusing exclusively on national performance and ranking, lack of attention to development from a global perspective, measurement error of the underlying statistics, and on the UNDP's changes in formula which can lead to severe misclassification in the categorisation of 'low', 'medium', 'high' or 'very high' human development countries.",Human_Development_Index,Has the HDI been criticized for being biased towards Western or towards Eastern models of development?,Human_Development_Index,Western
531,277,"Economists Hendrik Wolff, Howard Chong and Maximilian Auffhammer discuss the HDI from the perspective of data error in the underlying health, education and income statistics used to construct the HDI. They identified three sources of data error which are due to (i) data updating, (ii) formula revisions and (iii) thresholds to classify a country’s development status and conclude that 11%, 21% and 34% of all countries can be interpreted as currently misclassified in the development bins due to the three sources of data error, respectively. The authors suggest that the United Nations should discontinue the practice of classifying countries into development bins because - they claim - the cut-off values seem arbitrary, can provide incentives for strategic behavior in reporting official statistics, and have the potential to misguide politicians, investors, charity donors and the public who use the HDI at large.[citation needed] In 2010 the UNDP reacted to the criticism and updated the thresholds to classify nations as low, medium, and high human development countries. In a comment to The Economist in early January 2011, the Human Development Report Office responded to a January 6, 2011 article in the magazine which discusses the Wolff et al. paper. The Human Development Report Office states that they undertook a systematic revision of the methods used for the calculation of the HDI and that the new methodology directly addresses the critique by Wolff et al. in that it generates a system for continuous updating of the human development categories whenever formula or data revisions take place.",Human_Development_Index,How many economists were cited as pointing out data errors in the HDI?,Human_Development_Index,three
532,277,"Economists Hendrik Wolff, Howard Chong and Maximilian Auffhammer discuss the HDI from the perspective of data error in the underlying health, education and income statistics used to construct the HDI. They identified three sources of data error which are due to (i) data updating, (ii) formula revisions and (iii) thresholds to classify a country’s development status and conclude that 11%, 21% and 34% of all countries can be interpreted as currently misclassified in the development bins due to the three sources of data error, respectively. The authors suggest that the United Nations should discontinue the practice of classifying countries into development bins because - they claim - the cut-off values seem arbitrary, can provide incentives for strategic behavior in reporting official statistics, and have the potential to misguide politicians, investors, charity donors and the public who use the HDI at large.[citation needed] In 2010 the UNDP reacted to the criticism and updated the thresholds to classify nations as low, medium, and high human development countries. In a comment to The Economist in early January 2011, the Human Development Report Office responded to a January 6, 2011 article in the magazine which discusses the Wolff et al. paper. The Human Development Report Office states that they undertook a systematic revision of the methods used for the calculation of the HDI and that the new methodology directly addresses the critique by Wolff et al. in that it generates a system for continuous updating of the human development categories whenever formula or data revisions take place.",Human_Development_Index,In what year did the UNDP respond to the criticism of its report?,Human_Development_Index,2010
533,291,"According to Titus 3:10 a divisive person should be warned two times before separating from him. The Greek for the phrase ""divisive person"" became a technical term in the early Church for a type of ""heretic"" who promoted dissension. In contrast correct teaching is called sound not only because it builds up in the faith, but because it protects against the corrupting influence of false teachers.",Heresy,What term is used to describe an individual in the early Church that introduced discord?,Heresy,divisive person
534,291,"According to Titus 3:10 a divisive person should be warned two times before separating from him. The Greek for the phrase ""divisive person"" became a technical term in the early Church for a type of ""heretic"" who promoted dissension. In contrast correct teaching is called sound not only because it builds up in the faith, but because it protects against the corrupting influence of false teachers.",Heresy,What word is used when speaking of correct teachings in contrast to a false teacher?,Heresy,sound
535,292,"The Church Fathers identified Jews and Judaism with heresy. They saw deviations from Orthodox Christianity as heresies that were essentially Jewish in spirit. Tertullian implied that it was the Jews who most inspired heresy in Christianity: ""From the Jew the heretic has accepted guidance in this discussion [that Jesus was not the Christ.]"" Saint Peter of Antioch referred to Christians that refused to venerate religious images as having ""Jewish minds"".",Heresy,What religion were these Fathers of the Church?,Heresy,Orthodox Christianity
536,293,"The use of the word ""heresy"" was given wide currency by Irenaeus in his 2nd century tract Contra Haereses (Against Heresies) to describe and discredit his opponents during the early centuries of the Christian community.[citation needed] He described the community's beliefs and doctrines as orthodox (from ὀρθός, orthos ""straight"" + δόξα, doxa ""belief"") and the Gnostics' teachings as heretical.[citation needed] He also pointed out the concept of apostolic succession to support his arguments.",Heresy,Who gave more exposure to the term heresy when attempting to descredit opponents during the early centuries of Christianity?,Heresy,Irenaeus
537,293,"The use of the word ""heresy"" was given wide currency by Irenaeus in his 2nd century tract Contra Haereses (Against Heresies) to describe and discredit his opponents during the early centuries of the Christian community.[citation needed] He described the community's beliefs and doctrines as orthodox (from ὀρθός, orthos ""straight"" + δόξα, doxa ""belief"") and the Gnostics' teachings as heretical.[citation needed] He also pointed out the concept of apostolic succession to support his arguments.",Heresy,What term did Irenaeus use to describe the Christian community's ideologies?,Heresy,orthodox
538,293,"The use of the word ""heresy"" was given wide currency by Irenaeus in his 2nd century tract Contra Haereses (Against Heresies) to describe and discredit his opponents during the early centuries of the Christian community.[citation needed] He described the community's beliefs and doctrines as orthodox (from ὀρθός, orthos ""straight"" + δόξα, doxa ""belief"") and the Gnostics' teachings as heretical.[citation needed] He also pointed out the concept of apostolic succession to support his arguments.",Heresy,What concept did Irenaeus cite to help support his arguments?,Heresy,apostolic succession
539,294,"Constantine the Great, who along with Licinius had decreed toleration of Christianity in the Roman Empire by what is commonly called the ""Edict of Milan"", and was the first Roman Emperor baptized, set precedents for later policy. By Roman law the Emperor was Pontifex Maximus, the high priest of the College of Pontiffs (Collegium Pontificum) of all recognized religions in ancient Rome. To put an end to the doctrinal debate initiated by Arius, Constantine called the first of what would afterwards be called the ecumenical councils and then enforced orthodoxy by Imperial authority.",Heresy,What did Constantine the Great and Licinius pass to introduce toleration of Christianity in the Roman Empire?,Heresy,Edict of Milan
540,294,"Constantine the Great, who along with Licinius had decreed toleration of Christianity in the Roman Empire by what is commonly called the ""Edict of Milan"", and was the first Roman Emperor baptized, set precedents for later policy. By Roman law the Emperor was Pontifex Maximus, the high priest of the College of Pontiffs (Collegium Pontificum) of all recognized religions in ancient Rome. To put an end to the doctrinal debate initiated by Arius, Constantine called the first of what would afterwards be called the ecumenical councils and then enforced orthodoxy by Imperial authority.",Heresy,What was the high priest in the College of Pontiffs called?,Heresy,Pontifex Maximus
541,294,"Constantine the Great, who along with Licinius had decreed toleration of Christianity in the Roman Empire by what is commonly called the ""Edict of Milan"", and was the first Roman Emperor baptized, set precedents for later policy. By Roman law the Emperor was Pontifex Maximus, the high priest of the College of Pontiffs (Collegium Pontificum) of all recognized religions in ancient Rome. To put an end to the doctrinal debate initiated by Arius, Constantine called the first of what would afterwards be called the ecumenical councils and then enforced orthodoxy by Imperial authority.",Heresy,What were the meetings called that were hosted by Constantine that helped enforce orthodoxy by Imperial authority?,Heresy,the ecumenical councils
542,295,"The first known usage of the term in a legal context was in AD 380 by the Edict of Thessalonica of Theodosius I, which made Christianity the state church of the Roman Empire. Prior to the issuance of this edict, the Church had no state-sponsored support for any particular legal mechanism to counter what it perceived as ""heresy"". By this edict the state's authority and that of the Church became somewhat overlapping. One of the outcomes of this blurring of Church and state was the sharing of state powers of legal enforcement with church authorities. This reinforcement of the Church's authority gave church leaders the power to, in effect, pronounce the death sentence upon those whom the church considered heretical.",Heresy,In what year was the first usage of the term heresy in a legal context?,Heresy,AD 380
543,295,"The first known usage of the term in a legal context was in AD 380 by the Edict of Thessalonica of Theodosius I, which made Christianity the state church of the Roman Empire. Prior to the issuance of this edict, the Church had no state-sponsored support for any particular legal mechanism to counter what it perceived as ""heresy"". By this edict the state's authority and that of the Church became somewhat overlapping. One of the outcomes of this blurring of Church and state was the sharing of state powers of legal enforcement with church authorities. This reinforcement of the Church's authority gave church leaders the power to, in effect, pronounce the death sentence upon those whom the church considered heretical.",Heresy,Who intitiated Christianity to be a state church of the Roman Empire?,Heresy,Thessalonica of Theodosius I
544,296,"Within six years of the official criminalization of heresy by the Emperor, the first Christian heretic to be executed, Priscillian, was condemned in 386 by Roman secular officials for sorcery, and put to death with four or five followers. However, his accusers were excommunicated both by Ambrose of Milan and Pope Siricius, who opposed Priscillian's heresy, but ""believed capital punishment to be inappropriate at best and usually unequivocally evil"". For some years after the Reformation, Protestant churches were also known to execute those they considered heretics, including Catholics. The last known heretic executed by sentence of the Roman Catholic Church was Spanish schoolmaster Cayetano Ripoll in 1826. The number of people executed as heretics under the authority of the various ""ecclesiastical authorities""[note 1] is not known.[note 2] One of the first examples of the word as translated from the Nag Hammadi's Apocalypse of Peter was"" they will cleave to the name of a dead man thinking that they will become pure. But they will become greatly defiled and they will fall into the name of error and into the hands of an evil cunning man and a manifold dogma, and they will be ruled heretically"".",Heresy,Who was the first Christian individual to be sentenced to death by the church for heresy in Rome?,Heresy,Priscillian
545,297,"In the Roman Catholic Church, obstinate and willful manifest heresy is considered to spiritually cut one off from the Church, even before excommunication is incurred. The Codex Justinianus (1:5:12) defines ""everyone who is not devoted to the Catholic Church and to our Orthodox holy Faith"" a heretic. The Church had always dealt harshly with strands of Christianity that it considered heretical, but before the 11th century these tended to centre around individual preachers or small localised sects, like Arianism, Pelagianism, Donatism, Marcionism and Montanism. The diffusion of the almost Manichaean sect of Paulicians westwards gave birth to the famous 11th and 12th century heresies of Western Europe. The first one was that of Bogomils in modern day Bosnia, a sort of sanctuary between Eastern and Western Christianity. By the 11th century, more organised groups such as the Patarini, the Dulcinians, the Waldensians and the Cathars were beginning to appear in the towns and cities of northern Italy, southern France and Flanders.",Heresy,What book gives the definition of a heretic as anyone that does not follow the Catholic Church or the orthodox holy faith?,Heresy,The Codex Justinianus
546,297,"In the Roman Catholic Church, obstinate and willful manifest heresy is considered to spiritually cut one off from the Church, even before excommunication is incurred. The Codex Justinianus (1:5:12) defines ""everyone who is not devoted to the Catholic Church and to our Orthodox holy Faith"" a heretic. The Church had always dealt harshly with strands of Christianity that it considered heretical, but before the 11th century these tended to centre around individual preachers or small localised sects, like Arianism, Pelagianism, Donatism, Marcionism and Montanism. The diffusion of the almost Manichaean sect of Paulicians westwards gave birth to the famous 11th and 12th century heresies of Western Europe. The first one was that of Bogomils in modern day Bosnia, a sort of sanctuary between Eastern and Western Christianity. By the 11th century, more organised groups such as the Patarini, the Dulcinians, the Waldensians and the Cathars were beginning to appear in the towns and cities of northern Italy, southern France and Flanders.",Heresy,What groups are cited as being considered heretical by the Church before the 11th century?,Heresy,"Arianism, Pelagianism, Donatism, Marcionism and Montanism"
547,299,"Galileo Galilei was brought before the Inquisition for heresy, but abjured his views and was sentenced to house arrest, under which he spent the rest of his life. Galileo was found ""vehemently suspect of heresy"", namely of having held the opinions that the Sun lies motionless at the centre of the universe, that the Earth is not at its centre and moves, and that one may hold and defend an opinion as probable after it has been declared contrary to Holy Scripture. He was required to ""abjure, curse and detest"" those opinions.",Heresy,What belief did Galileo have at the time that appeared to be extremely heretical to the church?,Heresy,the Sun lies motionless at the centre of the universe
548,300,"Pope St. Gregory stigmatized Judaism and the Jewish People in many of his writings. He described Jews as enemies of Christ: ""The more the Holy Spirit fills the world, the more perverse hatred dominates the souls of the Jews."" He labeled all heresy as ""Jewish"", claiming that Judaism would ""pollute [Catholics and] deceive them with sacrilegious seduction."" The identification of Jews and heretics in particular occurred several times in Roman-Christian law,",Heresy,Who denounced Jewish People in many of his writings?,Heresy,Pope St. Gregory
549,301,"In Eastern Christianity heresy most commonly refers to those beliefs declared heretical by the first seven Ecumenical Councils.[citation needed] Since the Great Schism and the Protestant Reformation, various Christian churches have also used the concept in proceedings against individuals and groups those churches deemed heretical. The Orthodox Church also rejects the early Christian heresies such as Arianism, Gnosticism, Origenism, Montanism, Judaizers, Marcionism, Docetism, Adoptionism, Nestorianism, Monophysitism, Monothelitism and Iconoclasm.",Heresy,What area of Christianity commonly cited the first seven Ecumenical Councils in regards to heresy?,Heresy,Eastern Christianity
550,303,"In England, the 16th-century European Reformation resulted in a number of executions on charges of heresy. During the thirty-eight years of Henry VIII's reign, about sixty heretics, mainly Protestants, were executed and a rather greater number of Catholics lost their lives on grounds of political offences such as treason, notably Sir Thomas More and Cardinal John Fisher, for refusing to accept the king's supremacy over the Church in England. Under Edward VI, the heresy laws were repealed in 1547 only to be reintroduced in 1554 by Mary I; even so two radicals were executed in Edward's reign (one for denying the reality of the incarnation, the other for denying Christ's divinity). Under Mary, around two hundred and ninety people were burned at the stake between 1555 and 1558 after the restoration of papal jurisdiction. When Elizabeth I came to the throne, the concept of heresy was retained in theory but severely restricted by the 1559 Act of Supremacy and the one hundred and eighty or so Catholics who were executed in the forty-five years of her reign were put to death because they were considered members of ""...a subversive fifth column."" The last execution of a ""heretic"" in England occurred under James VI and I in 1612. Although the charge was technically one of ""blasphemy"" there was one later execution in Scotland (still at that date an entirely independent kingdom) when in 1697 Thomas Aikenhead was accused, among other things, of denying the doctrine of the Trinity.",Heresy,What event in England during the 16th century had an outcome of many deaths for heresy?,Heresy,European Reformation
551,303,"In England, the 16th-century European Reformation resulted in a number of executions on charges of heresy. During the thirty-eight years of Henry VIII's reign, about sixty heretics, mainly Protestants, were executed and a rather greater number of Catholics lost their lives on grounds of political offences such as treason, notably Sir Thomas More and Cardinal John Fisher, for refusing to accept the king's supremacy over the Church in England. Under Edward VI, the heresy laws were repealed in 1547 only to be reintroduced in 1554 by Mary I; even so two radicals were executed in Edward's reign (one for denying the reality of the incarnation, the other for denying Christ's divinity). Under Mary, around two hundred and ninety people were burned at the stake between 1555 and 1558 after the restoration of papal jurisdiction. When Elizabeth I came to the throne, the concept of heresy was retained in theory but severely restricted by the 1559 Act of Supremacy and the one hundred and eighty or so Catholics who were executed in the forty-five years of her reign were put to death because they were considered members of ""...a subversive fifth column."" The last execution of a ""heretic"" in England occurred under James VI and I in 1612. Although the charge was technically one of ""blasphemy"" there was one later execution in Scotland (still at that date an entirely independent kingdom) when in 1697 Thomas Aikenhead was accused, among other things, of denying the doctrine of the Trinity.",Heresy,What two notable figures are cited to have perished for refusing to give up the Church in England?,Heresy,Sir Thomas More and Cardinal John Fisher
552,303,"In England, the 16th-century European Reformation resulted in a number of executions on charges of heresy. During the thirty-eight years of Henry VIII's reign, about sixty heretics, mainly Protestants, were executed and a rather greater number of Catholics lost their lives on grounds of political offences such as treason, notably Sir Thomas More and Cardinal John Fisher, for refusing to accept the king's supremacy over the Church in England. Under Edward VI, the heresy laws were repealed in 1547 only to be reintroduced in 1554 by Mary I; even so two radicals were executed in Edward's reign (one for denying the reality of the incarnation, the other for denying Christ's divinity). Under Mary, around two hundred and ninety people were burned at the stake between 1555 and 1558 after the restoration of papal jurisdiction. When Elizabeth I came to the throne, the concept of heresy was retained in theory but severely restricted by the 1559 Act of Supremacy and the one hundred and eighty or so Catholics who were executed in the forty-five years of her reign were put to death because they were considered members of ""...a subversive fifth column."" The last execution of a ""heretic"" in England occurred under James VI and I in 1612. Although the charge was technically one of ""blasphemy"" there was one later execution in Scotland (still at that date an entirely independent kingdom) when in 1697 Thomas Aikenhead was accused, among other things, of denying the doctrine of the Trinity.",Heresy,In what year was the last known person sentenced to death in England for heresy?,Heresy,1612
